StartDate,EndDate,Status,IPAddress,Progress,Durationinseconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,gender,gender_3_TEXT,age,SM_use,SM_use_freq_1,SM_use_freq_2,SM_use_freq_3,SM_use_freq_4,SM_use_freq_5,SM_use_freq_6,SM_use_freq_7,SM_use_freq_8,SM_use_freq_9,SM_use_freq_10,SM_use_freq_11,education,employment,employment_8_TEXT,income,partisanship,state,Timer1_FirstClick,Timer1_LastClick,Timer1_PageSubmit,Timer1_ClickCount,share_intent1,Credibility1_1,Credibility1_2,Credibility1_3,Credibility1_4,Newsworthiness1_1,Newsworthiness1_2,Newsworthiness1_3,Newsworthiness1_4,Trustworthy_C1_1_1,Honest_C2_1_1,Reliable_C3_1_1,newsworth_feed1_1,newsworth_feed1_2,newsworth_feed1_3,newsworth_feed1_4,newsworth_feed1_5,attn_1_1,Timer2_FirstClick,Timer2_LastClick,Timer2_PageSubmit,Timer2_ClickCount,share_intent2,Credibility2_1,Credibility2_2,Credibility2_3,Credibility2_4,Newsworthiness2_1,Newsworthiness2_2,Newsworthiness2_3,Newsworthiness2_4,Trustworthy_C1_2_1,Honest_C2_2_1,Reliable_C3_2_1,newsworth_feed2_1,newsworth_feed2_2,newsworth_feed2_3,newsworth_feed2_4,newsworth_feed2_5,attn_1_2,Timer3_FirstClick,Timer3_LastClick,Timer3_PageSubmit,Timer3_ClickCount,share_intent3,Credibility3_1,Credibility3_2,Credibility3_3,Credibility3_4,Newsworthiness3_1,Newsworthiness3_2,Newsworthiness3_3,Newsworthiness3_4,Trustworthy_C1_3_1,Honest_C2_3_1,Reliable_C3_3_1,newsworth_feed3_1,newsworth_feed3_2,newsworth_feed3_3,newsworth_feed3_4,newsworth_feed3_5,attn_1_3,Timer4_FirstClick,Timer4_LastClick,Timer4_PageSubmit,Timer4_ClickCount,share_intent4,Credibility4_1,Credibility4_2,Credibility4_3,Credibility4_4,Newsworthiness4_1,Newsworthiness4_2,Newsworthiness4_3,Newsworthiness4_4,Trustworthy_C1_4_1,Honest_C2_4_1,Reliable_C3_4_1,newsworth_feed4_1,newsworth_feed4_2,newsworth_feed4_3,newsworth_feed4_4,newsworth_feed4_5,attn_1_4,Timer5_FirstClick,Timer5_LastClick,Timer5_PageSubmit,Timer5_ClickCount,share_intent5,Credibility5_1,Credibility5_2,Credibility5_3,Credibility5_4,Newsworthiness5_1,Newsworthiness5_2,Newsworthiness5_3,Newsworthiness5_4,Trustworthy_C1_5_1,Honest_C2_5_1,Reliable_C3_5_1,newsworth_feed5_1,newsworth_feed5_2,newsworth_feed5_3,newsworth_feed5_4,newsworth_feed5_5,attn_1_5,Timer6_FirstClick,Timer6_LastClick,Timer6_PageSubmit,Timer6_ClickCount,share_intent6,Credibility6_1,Credibility6_2,Credibility6_3,Credibility6_4,Newsworthiness6_1,Newsworthiness6_2,Newsworthiness6_3,Newsworthiness6_4,Trustworthy_C1_6_1,Honest_C2_6_1,Reliable_C3_6_1,newsworth_feed6_1,newsworth_feed6_2,newsworth_feed6_3,newsworth_feed6_4,newsworth_feed6_5,attn_1_6,Timer7_FirstClick,Timer7_LastClick,Timer7_PageSubmit,Timer7_ClickCount,share_intent7,Credibility7_1,Credibility7_2,Credibility7_3,Credibility7_4,Newsworthiness7_1,Newsworthiness7_2,Newsworthiness7_3,Newsworthiness7_4,Trustworthy_C1_7_1,Honest_C2_7_1,Reliable_C3_7_1,newsworth_feed7_1,newsworth_feed7_2,newsworth_feed7_3,newsworth_feed7_4,newsworth_feed7_5,attn_1_7,Timer8_FirstClick,Timer8_LastClick,Timer8_PageSubmit,Timer8_ClickCount,share_intent8,Credibility8_1,Credibility8_2,Credibility8_3,Credibility8_4,Newsworthiness8_1,Newsworthiness8_2,Newsworthiness8_3,Newsworthiness8_4,Trustworthy_C1_8_1,Honest_C2_8_1,Reliable_C3_8_1,newsworth_feed8_1,newsworth_feed8_2,newsworth_feed8_3,newsworth_feed8_4,newsworth_feed8_5,attn_1_8,news_per_pre_self_1,news_per_pre_self_2,news_per_pre_self_3,news_per_pre_self_4,news_per_pre_self_5,news_per_pre_self_6,news_per_pre_self_7,news_per_pre_self_8,news_per_pre_self_9,news_per_pre_self_10,news_per_pre_self_11,news_per_pre_social_1,news_per_pre_social_2,news_per_pre_social_3,news_per_pre_social_4,news_per_pre_social_5,news_per_pre_social_6,news_per_pre_social_7,news_per_pre_social_8,news_per_pre_social_9,news_per_pre_social_10,news_per_pre_social_11,news_consump_sources_1,news_consump_sources_2,news_consump_sources_3,news_consump_sources_4,news_consump_sources_5,news_consump_sources_6,news_consump_sources_7,news_consump_sources_8,news_consump_sources_9,news_consump_sources_10,news_consump_sources_11,NewsSharing_SM,NewsCred_SM,GenTech_op,AI_acceptance,yiyan1_NFO_1,yiyan1_NFO_2,yiyan1_NFO_3,yiyan1_NFO_4,yiyan1_NFO_5,yiyan1_NFO_6,yiyan2_pub_int_1,yiyan2_pub_int_2,yiyan2_pub_int_3,yiyan2_pub_int_4,yiyan2_pub_int_5,yiyan2_pub_int_6,yiyan3_alg_know_1,yiyan3_alg_know_2,yiyan3_alg_know_3,yiyan3_alg_know_4,yiyan3_alg_know_5,yiyan3_alg_know_6,yiyan3_alg_know_7,yiyan3_alg_know_8,yiyan3_alg_know_9,yiyan3_alg_know_10,yiyan3_alg_know_11,yiyan4_aware,yiyan5_alg_aware_1_1,yiyan5_alg_aware_1_2,yiyan5_alg_aware_1_3,yiyan5_alg_aware_1_4,yiyan5_alg_aware_1_5,yiyan5_alg_aware_1_6,yiyan5_alg_aware_1_7,yiyan5_alg_aware_2_1,yiyan5_alg_aware_2_2,yiyan5_alg_aware_2_3,yiyan5_alg_aware_2_4,yiyan6_attitude,yiyan7_fami_program_1,yiyan7_fami_program_2,yiyan7_fami_program_3,yiyan7_fami_program_4,yiyan7_fami_program_5,yiyan7_fami_program_6,yiyan7_fami_program_7,intro1_1,con1_2,con2_1,con2_2,con3_exp,con3_1,con3_2,con4_exp,con4_1,con4_2,con5_1,con5_2,con6_1,con6_2,personalization_awar,news_per_post_self_1,news_per_post_self_2,news_per_post_self_3,news_per_post_self_4,news_per_post_self_5,news_per_post_self_6,news_per_post_self_7,news_per_post_self_8,news_per_post_self_9,news_per_post_self_10,news_per_post_self_11,news_per_post_social_1,news_per_post_social_2,news_per_post_social_3,news_per_post_social_4,news_per_post_social_5,news_per_post_social_6,news_per_post_social_7,news_per_post_social_8,news_per_post_social_9,news_per_post_social_10,news_per_post_social_11,feed_typefour,valence,feed_type,share_all,Credibility_1,Credibility_2,Credibility_3,Credibility_4,NW_1,NW_2,NW_3,NW_4,credavg_all,nwavg_all
9/26/23 22:23,9/26/23 22:29,0,49.89.226.212,100,328,1,9/26/23 22:29,R_3LZsafo77ryBhfa, , , , ,22.5559,114.0577,anonymous,EN, , ,0,0, ,1,2, ,1985,2,2,5,6,2,5,1,2,4,4,4,1,5,1, ,3,1,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.384,15.384,25.181,1,4,4,5,4,4,3,4,4,2,7,6,8,5,5,5,2,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,4,5,5,4,5,5,4,4,4,4,4,5,4,2,4,4,5,2,3,1,1,1,1,3,1,1,3,5,2,1,2,2,2,1,10,9,8,7,9,7,4,4,4,4,4,2,1,3,2,2,1,2,2,1,2,2,2,9,1,2,2,2,2,2,1,2,2,2,1,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , ,4,5,2,4,5,2,2,4,2,4,4,4,5,2,3,4,2,5,4,4,2,2,4,4,1,ad,4,4,5,4,4,3,4,4,2,4.25,3.25
9/26/23 22:26,9/26/23 22:32,0,182.34.102.175,100,356,1,9/26/23 22:32,R_86NfhcPFw9pLW4F, , , , ,37.4852,121.4569,anonymous,EN, , ,0,45, ,1,2, ,1943,4,1,1,4,4,5,1,1,1,1,1,1,2,3, ,9,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,29.455,0,5,5,5,5,5,5,5,5,1,10,10,10,5,5,5,1,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,1,1,3,1,2,2,1,4,1,1,1,1,10,10,10,10,10,10,5,5,5,5,1,2,2,2,2,2,2,2,2,2,2,2,1,10,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,act,5,5,5,5,5,5,5,5,1,5,4
9/26/23 22:26,9/26/23 22:33,0,106.8.37.23,100,414,1,9/26/23 22:33,R_3KqJsXjji7NhA5M, , , , ,23.1181,113.2539,anonymous,EN, , ,0,20, ,1,2, ,1943,1,2,1,5,1,5,1,1,2,1,1,2,2,3, ,1,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,54.114,0,4,3,4,5,4,4,3,4,5,4,5,4,3,4,5,4,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,4,5,5,4,4,5,3,5,5,4,3,5,5,5,5,5,5,4,4,4,3,4,5,2,2,4,4,2,2,2,3,4,3,1,1,10,9,9,8,10,9,3,4,3,4,1,2,2,2,2,2,2,2,1,2,2,2,1,9,2,1,2,1,2, ,1,2,2,1,1,4,5,4,5,4,3,4,4, , , , , , , , , , , , , , ,5,5,4,4,4,5,4,5,5,3,5,4,5,4,4,5,5,5,4,5,5,5,5,3,1,act,4,3,4,5,4,4,3,4,5,4,4
9/26/23 22:26,9/26/23 22:36,0,123.96.136.129,100,588,1,9/26/23 22:36,R_3ISkyh5hJHFjUyX, , , , ,23.1181,113.2539,anonymous,EN, , ,0,20, ,1,1, ,1980,1,5,1,6,2,5,1,2,2,5,4,4,5,2, ,2,1,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,33.808,0,5,5,4,5,4,5,4,5,4,9,7,8,5,4,5,4,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,5,4,3,5,4,5,3,3,4,4,4,4,5,5,5,5,4,5,5,4,3,4,1,2,4,3,3,4,5,1,2,2,1,1,1,9,9,10,8,8,8,4,4,3,4,2,2,2,2,3,3,2,2,3,3,2,2,1,9,2,2,2,2,2,2,2,2,2,1,2,5,3,4,3,5,4,5,4, , , , , , , , , , , , , , ,4,4,5,5,5,4,5,4,4,4,3,3,4,5,3,5,5,5,4,5,5,5,3,2,2,memes,5,5,4,5,4,5,4,5,4,4.5,4.5
9/26/23 22:27,9/26/23 22:46,0,125.125.137.155,100,1142,1,9/26/23 22:46,R_30cvfrYYZVIhqmv, , , , ,22.5559,114.0577,anonymous,EN, , ,0,20, ,1,2, ,1944,1,1,1,6,5,5,1,2,1,1,1,1,5,3, ,2,1,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,75.129,0,3,3,3,2,2,4,4,4,3,5,4,4,4,3,4,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,5,4,5,4,4,4,3,4,3,5,3,5,4,5,4,4,4,4,4,4,2,3,1,2,1,1,3,4,3,1,4,1,2,1,1,9,10,9,8,9,9,5,5,4,4,1,2,3,2,1,2,2,2,1,2,2,1,1,9,2,2,2,2,1,2,1,2,2,1,2,4,4,3,4,4,2,4,4, , , , , , , , , , , , , , ,4,4,3,4,4,5,3,4,4,4,4,3,5,4,5,5,5,4,5,5,5,5,4,2,2,memes,3,3,3,2,2,4,4,4,3,2.5,3.75
9/26/23 22:39,9/26/23 22:48,0,27.190.178.46,100,549,1,9/26/23 22:48,R_30jb4Ywg9E8sUYB, , , , ,22.5559,114.0577,anonymous,EN, , ,0,20, ,1,2, ,1930,1,5,4,6,5,6,5,2,4,2,2,4,3,3, ,1,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,76.561,0,5,4,5,4,5,4,5,4,5,7,8,9,4,5,4,5,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,5,4,4,5,5,5,4,4,4,5,4,4,5,4,4,4,4,5,5,5,3,4,5,4,3,4,5,4,3,4,5,1,1,1,2,10,9,9,10,10,9,4,5,4,5,4,2,2,1,2,2,1,2,1,1,2,2,1,9,1,1,2,2,1,2,2,2,1,1,2,4,4,5,2,4,2,5,4, , , , , , , , , , , , , , ,4,4,4,5,4,4,5,5,4,5,4,5,5,4,5,4,5,4,4,4,5,5,4,1,2,news,5,4,5,4,5,4,5,4,5,4.5,4.5
9/26/23 22:42,9/26/23 22:50,0,1.198.71.28,100,494,1,9/26/23 22:50,R_1d4BjKTTdmP0xzT, , , , ,34.7599,113.6459,anonymous,EN, , ,0,20, ,1,1, ,1930,4,1,1,5,1,4,1,1,1,1,1,1,2,3, ,9,15,38, , , , , , , , , , , , , , , , , , , , , , ,0,0,24.136,0,5,5,5,5,5,5,5,5,1,10,10,10,5,5,5,1,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,2,3,2,1,2,1,1,4,1,1,1,1,10,10,10,10,10,10,5,5,5,5,1,2,2,2,2,2,2,2,2,2,2,2,1,10,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,memes,5,5,5,5,5,5,5,5,1,5,4
9/26/23 22:43,9/26/23 22:53,0,175.175.70.92,100,624,1,9/26/23 22:53,R_8qToNBQNdWdHIfT, , , , ,39.911,116.395,anonymous,EN, , ,0,20, ,1,1, ,1930,4,1,1,4,1,4,1,1,1,1,1,1,2,3, ,9,15,38, , , , , , , , , , , , , , , , , , , , , , ,0,0,21.981,0,5,5,5,5,5,5,5,5,5,10,10,10,5,5,5,1,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,2,1,1,1,3,1,3,5,1,1,1,1,10,10,10,10,10,10,5,5,5,5,1,2,2,2,2,2,2,2,2,2,2,2,1,10,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,memes,5,5,5,5,5,5,5,5,5,5,5
9/26/23 22:47,9/26/23 22:54,0,121.227.179.226,100,414,1,9/26/23 22:54,R_1jxJdVW4OzUxI4R, , , , ,39.911,116.395,anonymous,EN, , ,0,20, ,1,1, ,1930,1,1,1,6,2,5,2,1,2,4,2,4,3,3, ,9,15,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,23.139,0,5,5,4,5,4,5,4,5,4,9,8,9,5,4,5,4,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,5,5,4,4,5,5,4,5,4,3,5,4,5,4,5,4,4,5,4,5,4,5,4,2,2,2,2,3,3,2,2,1,1,1,1,8,9,9,8,9,8,4,4,3,4,2,2,2,2,3,2,2,2,3,1,2,2,1,10,2,2,2,2,2,2,2,2,2,1,2,5,4,4,2,4,3,4,3, , , , , , , , , , , , , , ,4,3,3,5,4,4,4,5,5,5,5,3,3,5,5,4,5,4,4,5,5,5,4,4,1,ad,5,5,4,5,4,5,4,5,4,4.5,4.5
9/26/23 22:43,9/26/23 22:54,0,223.156.84.76,100,681,1,9/26/23 22:54,R_3kjqAqT600lGv75, , , , ,22.5559,114.0577,anonymous,EN, , ,0,30, ,1,1, ,1990,2,5,5,6,5,6,4,5,4,6,5,4,5,1, ,9,5,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.527,32.391,80.419,5,3,4,5,3,4,4,3,3,5,8,9,7,5,3,4,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,4,5,5,5,4,4,5,4,5,4,5,4,5,5,4,5,4,5,5,4,4,5,2,4,5,4,5,5,5,4,5,2,2,1,2,9,9,9,10,10,8,5,5,4,4,4,2,2,1,1,2,2,2,1,1,2,2,2,9,2,2,2,1,1,2,2,2,1,1,2,4,4,2,3,3,3,5,5, , , , , , , , , , , , , , ,4,3,5,4,4,4,5,5,3,4,3,3,3,5,4,5,4,5,4,5,5,3,3,3,1,act,3,4,5,3,4,4,3,3,5,4,3.75
9/26/23 22:44,9/26/23 22:55,0,42.232.14.146,100,631,1,9/26/23 22:55,R_32VHdvdzzhiZviZ, , , , ,34.7599,113.6459,anonymous,EN, , ,0,25, ,1,2, ,1940,1,4,4,6,4,5,2,4,2,4,4,4,2,3, ,2,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,318.785,0,4,4,4,4,4,4,4,4,3,8,8,8,4,4,4,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,3,4,3,4,3,4,3,1,2,2,2,9,9, ,9,9,9,4,4,4,4,2,2, ,2,2,2,2,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,3,4,4, , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,memes,4,4,4,4,4,4,4,4,3,4,3.75
9/26/23 22:47,9/26/23 22:56,0,59.58.105.139,100,541,1,9/26/23 22:56,R_3O7IloJVcb3zpnT, , , , ,23.1181,113.2539,anonymous,EN, , ,0,20, ,1,2, ,1930,1,4,2,2,5,6,4,5,2,1,5,2,2,3, ,1,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,40.815,0,5,5,4,4,5,4,5,5,4,8,9,8,4,5,4,5,5,2, , , , , , , , , , , , , , , , , , , , , , ,4,5,4,3,5,5,4,5,4,5,4,4,4,5,5,5,4,4,5,4,5,4,4,3,2,4,3,5,4,5,4,4,2,1,1,1,1,10,9,9,8,9,9,4,5,5,4,2,2,1,1,2,1,2,2,1,1,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,5,5,4,4,5,4,4,5, , , , , , , , , , , , , , ,5,4,5,5,4,5,4,4,4,3,5,4,5,4,4,4,5,4,4,5,5,5,4,3,2,act,5,5,4,4,5,4,5,5,4,4.5,4.5
9/26/23 22:48,9/26/23 22:59,0,58.208.93.66,100,656,1,9/26/23 22:59,R_YWXI0gkuK3MrFeN, , , , ,31.3093,120.602,anonymous,EN, , ,0,20, ,1,1, ,1930,4,4,1,5,2,4,2,2,2,5,4,2,3,3, ,9,15,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,20.968,0,5,5,4,5,4,5,4,5,4,9,8,9,5,4,5,4,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,4,4,4,5,4,5,5,5,3,3,4,4,4,4,5,5,5,5,4,5,4,5,4,2,2,2,2,4,3,2,2,1,1,1,1,9,9,8,8,8,8,4,4,4,4,1,2,2,2,3,2,2,2,3,3,2,2,1,10,2,2,2,2,2,2,2,2,2,1,2,5,4,5,3,4,5,4,5, , , , , , , , , , , , , , ,4,3,4,4,5,4,4,5,4,5,5,5,3,5,5,4,5,4,5,5,4,5,4,4,1,ad,5,5,4,5,4,5,4,5,4,4.5,4.5
9/26/23 22:45,9/26/23 23:00,0,117.32.4.15,100,874,1,9/26/23 23:00,R_9ZURvXsUNOtyja9, , , , ,39.911,116.395,anonymous,EN, , ,0,20, ,1,1, ,1930,1,2,2,6,5,5,2,1,1,4,1,1,2,3, ,1,1,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,87.647,0,3,3,4,5,4,3,4,5,4,6,7,6,3,4,5,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,5,4,5,4,5,4,4,5,4,4,3,5,5,3,3,4,4,4,3,1,3,2,2,4,3,4,5,4,4,2,2,3,3,1,8,9,9,8,8,10,3,4,4,3,3,2,2,2,2,2,2,2,1,2,2,2,1,9,2,2,2,2,2,1,1,2,2,1,1,3,4,3,4,4,3,3,3, , , , , , , , , , , , , , ,3,4,5,4,5,4,4,5,3,4,3,4,4,4,4,5,3,5,5,3,4,3,4,2,2,memes,3,3,4,5,4,3,4,5,4,4,4
9/26/23 22:42,9/26/23 23:00,0,120.38.230.121,100,1094,1,9/26/23 23:00,R_10OzLvJ7E9eQ9Y8, , , , ,23.1181,113.2539,anonymous,EN, , ,0,20, ,1,1, ,1930,3,1,1,5,2,2,1,1,1,1,1,1,2,3, ,9,15,38, , , , , , , , , , , , , , , , , , , , , , ,0,0,187.294,0,4,3,4,3,4,4,3,4,3,9,10,9,3,4,4,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,4,3,4,5,4,3,3,3,3,4,4,5,4,4,5,4,4,4,4,4,4,4,2,2,2,2,4,3,2,4,1,1,1,1,10,8,9,8,9,10,4,4,3,4,2,2,1,2,2,3,2,2,1,1,2,2,1,9,1,1,2,2,2,2,1,1,2,1,2,4,3,3,3,4,3,3,4, , , , , , , , , , , , , , ,4,4,4,4,5,3,4,5,4,4,3,3,4,4,3,5,5,4,5,5,4,4,3,2,1,memes,4,3,4,3,4,4,3,4,3,3.5,3.5
9/26/23 22:50,9/26/23 23:00,0,222.90.4.2,100,616,1,9/26/23 23:00,R_UDtDltu0jWzZFW9, , , , ,23.1181,113.2539,anonymous,EN, , ,0,20, ,1,2, ,1935,1,4,2,6,5,6,2,2,2,2,2,4,3,3, ,1,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,26.553,0,5,4,4,5,4,4,5,2,2,7,8,9,5,4,2,2,3,2,4,4,5,4,5,5,5,4,4,5,5,5,4,4,5,4,5,5,5,5,4,5,4,4,3,3,4,4,5,5,4,3,4,1,1,1,2,10,9,9,9,10,10,4,5,4,4,2,2,2,2,1,2,2,2,1,2,2,2,1,9,1,1,2,1,2,2,1,2,1,2,1,4,4,5,4,5,2,4,4, , , , , , , , , , , , , , ,4,5,4,5,4,4,5,5,4,4,4,5,4,5,4,5,4,4,5,4,4,5,5,4,2,ad,5,4,4,5,4,4,5,2,2,4.25,3.25
9/26/23 22:40,9/26/23 23:01,0,122.188.193.177,100,1261,1,9/26/23 23:01,R_1LAHIYFtiMmxUzC, , , , ,31.2222,121.4581,anonymous,EN, , ,0,20, ,1,1, ,1930,3,1,1,5,2,2,1,1,1,1,1,1,2,3, ,9,15,38,222.754,222.754,223.101,1,4,4,3,3,4,4,4,3,4,9,10,8,4,5,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,5,3,4,5,3,3,3,3,4,4,4,5,5,4,5,5,4,5,3,4,4,4,2,1,1,1,1,1,1,4,1,1,1,1,9,9,10,9,10,9,4,4,4,5,4,2,1,2,2,1,2,2,1,1,2,2,1,9,1,1,2,2,2,2,1,1,2,1,2,4,3,3,3,4,3,4,4, , , , , , , , , , , , , , ,4,4,4,4,5,3,4,4,4,3,3,3,4,4,5,5,5,4,4,5,4,5,3,1,1,news,4,4,3,3,4,4,4,3,4,3.5,3.75
